,parcode,trial,fix_item,fix_time
7700,11,80,0,216.0
7701,11,80,1,808.0
7702,11,80,2,1016.0
7703,11,80,1,586.0
7704,11,80,0,232.0
7705,11,80,1,1598.0
7706,11,80,2,662.0
7707,11,80,1,816.0430000000006
7708,11,81,0,243.0
7709,11,81,1,570.0
7710,11,81,0,326.0
7711,11,81,2,3006.0
7712,11,81,1,908.0
7713,11,81,2,567.0919999999996
7714,11,82,0,219.0
7715,11,82,1,822.0
7716,11,82,2,552.0
7717,11,82,1,776.0
7718,11,82,2,558.0
7719,11,82,1,864.0
7720,11,82,2,558.0
7721,11,82,1,376.8599999999997
7722,11,83,0,78.0
7723,11,83,1,732.0
7724,11,83,2,836.0
7725,11,83,1,812.0879999999997
7726,11,84,3,172.0
7727,11,84,0,534.0
7728,11,84,1,526.0
7729,11,84,0,98.0
7730,11,84,2,1764.0
7731,11,84,1,730.0
7732,11,84,2,502.0
7733,11,84,1,387.656
7734,11,85,0,201.0
7735,11,85,1,576.0
7736,11,85,2,646.0
7737,11,85,1,554.0
7738,11,85,2,548.0
7739,11,85,1,950.0
7740,11,85,2,1228.0
7741,11,85,0,304.0
7742,11,85,2,162.0
7743,11,85,1,720.6940000000003
7744,11,86,0,182.0
7745,11,86,1,1236.0
7746,11,86,0,216.0
7747,11,86,2,650.0
7748,11,86,1,1046.0
7749,11,86,0,94.0
7750,11,86,2,710.0
7751,11,86,1,714.0
7752,11,86,2,788.0
7753,11,86,1,534.0
7754,11,86,2,1200.6660000000004
7755,11,87,0,213.0
7756,11,87,1,462.0
7757,11,87,2,704.0
7758,11,87,1,1322.0
7759,11,87,2,922.0
7760,11,87,1,712.5089999999999
7761,11,88,0,160.0
7762,11,88,1,474.0
7763,11,88,2,410.0
7764,11,88,1,826.0
7765,11,88,2,988.0
7766,11,88,1,1352.0
7767,11,88,2,828.0
7768,11,88,0,230.0
7769,11,88,1,736.0
7770,11,88,0,305.482
7771,11,89,1,652.0
7772,11,89,2,560.0
7773,11,89,1,1324.0
7774,11,89,2,536.0
7775,11,89,0,1450.0
7776,11,89,1,904.0
7777,11,89,2,460.0
7778,11,89,1,1180.0
7779,11,89,2,507.7569999999996
7780,11,90,0,18.0
7781,11,90,1,628.0
7782,11,90,2,644.0
7783,11,90,1,324.0
7784,11,90,0,338.0
7785,11,90,2,387.991
7786,11,91,0,1151.0
7787,11,91,2,224.0
7788,11,91,0,3258.0
7789,11,91,1,188.0
7790,11,91,0,298.0
7791,11,91,2,674.0
7792,11,91,1,854.0
7793,11,91,2,646.0
7794,11,91,1,480.0
7795,11,91,2,716.0
7796,11,91,1,702.0
7797,11,91,0,5078.0
7798,11,91,1,212.0
7799,11,91,0,298.0
7800,11,91,1,452.0
7801,11,91,2,564.0
7802,11,91,1,606.0
7803,11,91,2,709.8889999999992
7804,11,92,0,221.0
7805,11,92,1,252.0
7806,11,92,0,264.0
7807,11,92,1,464.0
7808,11,92,2,484.0
7809,11,92,1,660.0
7810,11,92,2,938.1690000000003
7811,11,93,0,242.0
7812,11,93,1,486.0
7813,11,93,0,206.0
7814,11,93,2,834.0
7815,11,93,1,1372.0
7816,11,93,2,336.0
7817,11,93,0,1172.0
7818,11,93,1,2328.0
7819,11,93,2,696.0
7820,11,93,0,348.0
7821,11,93,2,169.4429999999993
7822,11,94,0,281.0
7823,11,94,1,732.0
7824,11,94,2,688.0
7825,11,94,1,788.0
7826,11,94,0,2000.0
7827,11,94,1,1842.0
7828,11,94,2,494.0
7829,11,94,1,1220.0
7830,11,94,2,484.0
7831,11,94,1,494.6849999999995
7832,11,95,0,137.0
7833,11,95,1,1054.0
7834,11,95,0,402.0
7835,11,95,1,338.0
7836,11,95,2,428.0
7837,11,95,1,531.884
7838,11,96,0,207.0
7839,11,96,1,706.0
7840,11,96,2,518.0
7841,11,96,1,470.0
7842,11,96,2,440.4120000000002
7843,11,97,0,238.0
7844,11,97,1,298.0
7845,11,97,2,778.0
7846,11,97,1,387.51500000000016
7847,11,98,0,306.0
7848,11,98,1,1562.0
7849,11,98,2,572.0
7850,11,98,1,644.0
7851,11,98,2,624.0
7852,11,98,1,234.0
7853,11,98,0,246.0
7854,11,98,1,514.0
7855,11,98,2,633.5340000000006
7856,11,99,0,213.0
7857,11,99,1,358.0
7858,11,99,2,600.0
7859,11,99,1,592.0
7860,11,99,2,414.0
7861,11,99,1,722.0
7862,11,99,2,527.2859999999996
7863,11,100,0,215.0
7864,11,100,1,576.0
7865,11,100,2,496.0
7866,11,100,0,695.0079999999997
7867,11,101,1,522.0
7868,11,101,2,628.0
7869,11,101,1,547.575
7870,11,102,0,220.0
7871,11,102,1,672.0
7872,11,102,2,690.0
7873,11,102,1,380.0
7874,11,102,0,304.0
7875,11,102,1,458.0
7876,11,102,2,814.0
7877,11,102,1,751.2020000000003
7878,11,103,0,220.0
7879,11,103,1,594.0
7880,11,103,2,634.0
7881,11,103,1,560.0
7882,11,103,0,272.0
7883,11,103,2,532.0
7884,11,103,1,704.0
7885,11,103,2,724.0
7886,11,103,1,716.0
7887,11,103,2,510.97199999999975
7888,11,104,0,230.0
7889,11,104,1,276.0
7890,11,104,0,1676.0
7891,11,104,1,640.0
7892,11,104,2,860.0
7893,11,104,1,820.0
7894,11,104,2,486.0
7895,11,104,1,401.6630000000005
7896,11,105,0,804.0
7897,11,105,1,1304.0
7898,11,105,2,698.0
7899,11,105,1,492.0
7900,11,105,2,778.0
7901,11,105,1,734.0
7902,11,105,2,458.0
7903,11,105,1,237.25500000000008
7904,11,106,0,272.0
7905,11,106,1,3978.0
7906,11,106,2,602.0
7907,11,106,1,586.0
7908,11,106,2,700.0
7909,11,106,1,642.0
7910,11,106,2,501.30300000000085
7911,11,107,0,257.0
7912,11,107,1,2370.0
7913,11,107,2,472.0
7914,11,107,1,361.741
7915,11,108,0,206.0
7916,11,108,1,618.0
7917,11,108,2,632.0
7918,11,108,1,718.413
7919,11,109,0,290.0
7920,11,109,1,1320.0
7921,11,109,2,746.0
7922,11,109,1,824.0
7923,11,109,2,780.0
7924,11,109,1,494.0
7925,11,109,2,700.0
7926,11,109,1,417.98699999999917
7927,11,110,0,213.0
7928,11,110,1,1006.0
7929,11,110,0,110.0
7930,11,110,2,468.0
7931,11,110,1,464.36900000000014
7932,11,111,0,243.0
7933,11,111,1,572.0
7934,11,111,2,502.0
7935,11,111,0,346.0
7936,11,111,1,631.4429999999998
7937,11,112,0,1400.0
7938,11,112,1,824.0
7939,11,112,2,638.0
7940,11,112,1,1330.0
7941,11,112,2,854.0
7942,11,112,1,486.0
7943,11,112,0,250.0
7944,11,112,2,429.30900000000014
7945,11,113,0,344.0
7946,11,113,1,1720.0
7947,11,113,2,626.0
7948,11,113,1,520.0
7949,11,113,2,454.0
7950,11,113,1,163.23599999999988
7951,11,114,0,200.0
7952,11,114,1,624.0
7953,11,114,2,1128.0
7954,11,114,1,610.0
7955,11,114,2,518.0
7956,11,114,1,682.0
7957,11,114,2,398.0
7958,11,114,1,882.0
7959,11,114,2,126.67799999999987
7960,11,115,0,999.0
7961,11,115,1,604.0
7962,11,115,0,258.0
7963,11,115,1,788.0
7964,11,115,2,1050.0
7965,11,115,0,218.0
7966,11,115,1,1244.0
7967,11,115,2,826.0
7968,11,115,1,468.7709999999997
7969,11,116,0,1897.0
7970,11,116,1,580.0
7971,11,116,2,626.0
7972,11,116,1,558.0
7973,11,116,2,1254.0
7974,11,116,1,650.0
7975,11,116,2,392.1859999999997
7976,11,117,0,199.0
7977,11,117,1,846.0
7978,11,117,2,498.0
7979,11,117,1,444.0
7980,11,117,2,728.0
7981,11,117,1,492.0
7982,11,117,2,497.989
7983,11,118,0,197.0
7984,11,118,1,400.0
7985,11,118,2,516.0
7986,11,118,1,1132.0
7987,11,118,2,768.0
7988,11,118,1,530.0
7989,11,118,2,563.0900000000001
7990,11,119,0,214.0
7991,11,119,1,386.0
7992,11,119,2,554.0
7993,11,119,1,450.0
7994,11,119,2,484.0
7995,11,119,0,224.51400000000007
7996,12,0,0,327.0
7997,12,0,1,372.0
7998,12,0,0,154.0
7999,12,0,1,518.0
8000,12,0,2,550.0
8001,12,0,1,904.0
8002,12,0,0,190.0
8003,12,0,2,744.0
8004,12,0,1,374.5020000000004
8005,12,1,0,212.0
8006,12,1,1,394.0
8007,12,1,2,616.0
8008,12,1,1,420.0
8009,12,1,2,526.0
8010,12,1,1,176.90099999999984
8011,12,2,0,280.0
8012,12,2,1,894.0
8013,12,2,2,686.0
8014,12,2,1,768.0
8015,12,2,2,736.0
8016,12,2,1,492.0
8017,12,2,0,455.5140000000002
8018,12,3,1,346.0
8019,12,3,2,852.0
8020,12,3,1,366.0
8021,12,3,0,296.0
8022,12,3,2,470.0
8023,12,3,0,641.6809999999996
8024,12,4,1,296.0
8025,12,4,2,900.0
8026,12,4,1,749.6489999999999
8027,12,5,0,231.0
8028,12,5,1,290.0
8029,12,5,2,820.0
8030,12,5,1,934.0
8031,12,5,2,443.9709999999996
8032,12,6,0,206.0
8033,12,6,1,302.0
8034,12,6,2,576.0
8035,12,6,1,642.0
8036,12,6,2,436.0
8037,12,6,1,113.60899999999992
8038,12,7,0,252.0
8039,12,7,1,286.0
8040,12,7,2,700.0
8041,12,7,1,1386.0
8042,12,7,2,1039.2070000000003
8043,12,8,0,210.0
8044,12,8,1,318.0
8045,12,8,2,998.0
8046,12,8,1,1032.0
8047,12,8,2,1006.0
8048,12,8,1,734.0
8049,12,8,0,413.44300000000015
8050,12,9,1,348.0
8051,12,9,2,872.0
8052,12,9,1,1024.0
